Melbourne	2015	R2	A	Greater Western Sydney	4.2 7.3 7.6 8.8	 56 	0.2 2.6 11.8 15.11	 101 	 L 	 -45 	1-0-1	Manuka Oval	8811	Sat 11-Apr-2015 2:10 PM
Melbourne	2015	R3	A	Adelaide	3.4 4.6 6.9 7.13	 55 	3.1 5.3 9.4 12.8	 80 	 L 	 -25 	1-0-2	Adelaide Oval	43713	Sat 18-Apr-2015 1:40 PM
Melbourne	2015	R4	A	Richmond	4.2 6.5 10.9 12.11	 83 	3.5 5.9 6.13 6.15	 51 	 W 	 32 	2-0-2	M.C.G.	58175	Fri 24-Apr-2015 7:50 PM
Melbourne	2015	R5	H	Fremantle	2.2 5.4 6.8 6.14	 50 	5.3 8.6 11.8 18.10	 118 	 L 	 -68 	2-0-3	M.C.G.	22892	Sun 03-May-2015 1:10 PM
Melbourne	2015	R6	H	Sydney	1.1 1.3 4.5 7.8	 50 	4.3 7.7 11.9 12.16	 88 	 L 	 -38 	2-0-4	M.C.G.	26894	Sat 09-May-2015 7:20 PM
Melbourne	2015	R7	A	Hawthorn	2.0 3.3 4.6 7.8	 50 	6.2 10.6 18.8 24.11	 155 	 L 	 -105 	2-0-5	M.C.G.	41935	Sat 16-May-2015 2:10 PM
Melbourne	2015	R8	H	Western Bulldogs	3.3 7.5 10.10 15.13	 103 	2.3 3.9 8.9 9.10	 64 	 W 	 39 	3-0-5	M.C.G.	29381	Sun 24-May-2015 3:20 PM
Melbourne	2015	R9	H	Port Adelaide	3.2 6.2 7.3 8.6	 54 	1.2 8.4 12.6 18.7	 115 	 L 	 -61 	3-0-6	Traeger Park	4866	Sat 30-May-2015 1:40 PM
Melbourne	2015	R10	H	Collingwood	3.1 9.1 13.4 13.7	 85 	7.1 11.3 15.4 17.8	 110 	 L 	 -25 	3-0-7	M.C.G.	66120	Mon 08-Jun-2015 3:20 PM
Melbourne	2015	R11	A	St Kilda	3.4 8.6 11.9 12.11	 83 	3.5 9.6 11.9 12.13	 85 	 L 	 -2 	3-0-8	Docklands	25217	Sun 14-Jun-2015 4:40 PM
Melbourne	2015	R12	A	Geelong	5.2 7.3 13.4 18.5	 113 	3.1 6.4 11.5 13.11	 89 	 W 	 24 	4-0-8	Kardinia Park	28007	Sun 21-Jun-2015 3:20 PM
